,Record ID,Number of Strikes,Collision Month,Collision Day,Collision Year,Collision Time,Aircraft: Type,Aircraft: Number of engines,Airport: Code,Airport: Name,Origin State Code,When: Phase of flight,Feet above ground,Miles from airport,Wildlife: Animal Category,Wildlife: Species,Effect: Amount of damage (detailed),Effect: Impact to flight,Cost: Aircraft time out of service (hours),Cost: Total $
13405,353152,1,9,22,2014,7:00,Airplane,2.0,MDW,CHICAGO MIDWAY INTL ARPT,IL,Climb,,,Birds,Red-eyed vireo,None,None,,0
13406,313038,1,6,10,2011,13:30,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,50.0,0.0,Birds,Red-winged blackbird,None,None,,1082
13407,261399,1,4,15,2009,6:30,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,100.0,0.0,Birds,Blackbirds,None,None,,0
13408,245484,1,3,29,2007,14:49,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,10.0,0.0,Birds,Eastern meadowlark,None,None,,0
13409,308526,1,9,2,2010,0:01,Airplane,2.0,MWA,WILLIAMSON COUNTY REGIONAL,IL,Climb,30.0,0.0,Birds,Meadowlarks,None,None,,0
13410,325438,1,7,29,2012,10:39,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,10.0,0.0,Birds,Sparrows,None,None,,0
13411,325709,1,8,6,2012,8:30,Airplane,2.0,UIN,QUINCY REGIONAL ARPT - BALDWIN FLD,IL,Climb,20.0,0.0,Birds,Sparrows,None,None,,0
13412,305309,1,8,26,2010,9:01,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,European starling,None,None,,0
13413,315695,1,8,28,2011,17:34,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,European starling,None,None,,0
13414,313513,1,6,12,2011,8:25,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,European starling,None,None,,0
13415,338446,1,9,12,2013,9:10,Airplane,2.0,CMI,UNIV OF ILLINOIS -WILLARD ARPT,IL,Climb,30.0,0.0,Birds,European starling,None,None,,0
13416,333913,1,6,27,2013,16:35,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,20.0,0.0,Birds,European starling,None,None,1.0,0
13417,304263,1,7,18,2010,7:07,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,Barn swallow,None,None,,0
13418,348149,1,7,17,2014,10:53,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,Barn swallow,None,None,,0
13419,336210,1,7,19,2013,7:38,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,Barn swallow,None,None,,0
13420,348111,1,7,17,2014,9:52,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,,0.0,Birds,Barn swallow,None,None,,0
13421,267199,1,9,2,2009,9:50,Airplane,2.0,PIA,GENERAL DOWNING-PEORIA INTL ARPT,IL,Climb,,0.0,Birds,Barn swallow,None,None,,0
13422,351722,1,8,30,2014,17:23,Airplane,2.0,CMI,UNIV OF ILLINOIS -WILLARD ARPT,IL,Climb,10.0,0.0,Birds,Barn swallow,None,None,,0
13423,303222,1,7,19,2010,17:24,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,25.0,0.0,Birds,Barn swallow,None,None,,0
13424,305459,1,8,2,2010,11:20,Airplane,2.0,ORD,CHICAGO O'HARE INTL ARPT,IL,Climb,50.0,0.0,Birds,Barn swallow,None,None,,0
13425,314679,1,8,13,2011,0:14,Airplane,2.0,MLI,QUAD CITY ARPT,IL,Climb,50.0,0.0,Birds,Swallows,None,None,,0
13426,266380,1,7,5,2009,17:50,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Climb,,,Birds,Red-winged blackbird,None,None,,0
13427,314449,1,7,29,2011,13:55,Airplane,2.0,FWA,FORT WAYNE INTL,IN,Climb,500.0,,Birds,Sparrows,None,None,,0
13428,244533,1,10,10,2007,9:52,Airplane,2.0,FWA,FORT WAYNE INTL,IN,Climb,,,Birds,European starling,None,None,,0
13429,359302,1,4,28,2015,0:15,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Climb,,,Birds,European starling,None,None,,0
13430,205489,1,8,13,2000,16:40,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Climb,,,Birds,Barn swallow,None,None,,0
13431,328040,1,9,9,2012,8:45,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Climb,,0.0,Birds,Eastern meadowlark,None,None,,0
13432,321468,1,4,9,2012,13:23,Airplane,2.0,EVV,EVANSVILLE REGIONAL,IN,Climb,,0.0,Birds,Sparrows,None,None,,0
13433,328047,1,9,9,2012,9:20,Airplane,2.0,IND,INDIANAPOLIS INTL,IN,Climb,,0.0,Birds,European starling,None,None,,0
13434,348120,1,7,17,2014,13:53,Airplane,2.0,EVV,EVANSVILLE REGIONAL,IN,Climb,60.0,0.0,Birds,Barn swallow,None,None,,0
13435,305162,1,8,20,2010,10:34,Airplane,2.0,DSM,DES MOINES INTL,IA,Climb,,,Birds,Blackbirds,None,None,,0
13436,241042,1,9,11,2006,17:20,Airplane,2.0,DSM,DES MOINES INTL,IA,Climb,1000.0,,Birds,European starling,None,None,,0
13437,302586,1,6,21,2010,6:43,Airplane,2.0,DSM,DES MOINES INTL,IA,Climb,300.0,,Birds,Swallows,None,None,,0
13438,231393,1,8,11,2005,0:07,Airplane,2.0,DSM,DES MOINES INTL,IA,Climb,25.0,,Birds,American robin,None,None,,0
13439,247290,1,7,21,2007,9:42,Airplane,2.0,CID,THE EASTERN IOWA ARPT,IA,Climb,10.0,0.0,Birds,Swallows,None,None,,0
13440,352355,1,9,17,2014,7:12,Airplane,2.0,CID,THE EASTERN IOWA ARPT,IA,Climb,35.0,0.0,Birds,Barn swallow,None,None,,0
13441,234122,1,4,30,2005,7:35,Airplane,2.0,ICT,WICHITA DWIGHT D EISENHOWER NATL ARPT,KS,Climb,70.0,,Birds,Black-capped chickadee,None,None,,0
13442,215411,1,7,2,2002,7:17,Airplane,2.0,SDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,Climb,100.0,,Birds,Blackbirds,None,None,,0
13443,213712,1,8,13,2001,19:45,Airplane,2.0,CVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,Climb,50.0,,Birds,Eastern meadowlark,None,None,,0
13444,204327,1,6,29,2000,11:30,Airplane,2.0,CVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,Climb,20.0,,Birds,European starling,None,None,,0
13445,230173,1,5,27,2004,19:12,Airplane,2.0,LEX,BLUE GRASS ARPT,KY,Climb,50.0,,Birds,European starling,None,None,,0
13446,269711,1,12,17,2009,8:41,Airplane,2.0,SDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,Climb,100.0,,Birds,European starling,None,None,,0
13447,211528,1,11,4,2001,16:30,Airplane,2.0,CVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,Climb,500.0,,Birds,European starling,None,None,,0
13448,212638,1,5,31,2002,17:30,Airplane,2.0,SDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,Climb,500.0,,Birds,European starling,None,None,,0
13449,225348,1,5,11,2004,17:05,Airplane,2.0,LEX,BLUE GRASS ARPT,KY,Climb,1000.0,,Birds,European starling,None,None,,0
13450,324667,1,7,11,2012,8:45,Airplane,2.0,CVG,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,Climb,100.0,,Birds,Barn swallow,None,None,,0
13451,310634,1,3,30,2011,17:07,Airplane,2.0,SDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,Climb,,,Birds,American robin,None,None,,0
13452,207868,1,6,24,2001,0:12,Airplane,2.0,SDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,Climb,10.0,,Birds,American robin,None,None,,0
13453,264964,1,7,16,2009,0:45,Airplane,2.0,LEX,BLUE GRASS ARPT,KY,Climb,100.0,0.0,Birds,Sparrows,None,None,,0
13454,311988,1,5,2,2011,7:07,Airplane,2.0,SDF,LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,Climb,10.0,0.0,Birds,European starling,None,None,,0
13455,257122,1,5,9,2008,0:15,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,800.0,,Birds,Blackbirds,None,None,,0
13456,242889,1,9,4,2006,17:10,Airplane,2.0,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,Climb,100.0,,Birds,European starling,None,None,,0
13457,218610,1,4,28,2002,16:24,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,800.0,,Birds,European starling,None,None,,0
13458,316079,1,9,8,2011,8:58,Airplane,2.0,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,Climb,100.0,,Birds,Swallows,None,None,,0
13459,302436,1,5,24,2010,18:25,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,10.0,0.0,Birds,Eastern meadowlark,None,None,,0
13460,328186,1,9,14,2012,9:35,Airplane,2.0,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,Climb,10.0,0.0,Birds,Sparrows,None,None,,0
13461,327721,1,9,9,2012,7:16,Airplane,2.0,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,Climb,25.0,0.0,Birds,Sparrows,None,None,,0
13462,317041,1,9,16,2011,11:19,Airplane,2.0,BTR,"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,Climb,50.0,0.0,Birds,European starling,None,None,,0
13463,268895,1,11,13,2009,9:21,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,,0.0,Birds,Tree swallow,None,None,,0
13464,310301,1,3,29,2011,7:39,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,15.0,0.0,Birds,Northern rough-winged swallow,None,None,,0
13465,304733,1,8,27,2010,18:52,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,20.0,0.0,Birds,Barn swallow,None,None,,0
13466,306140,1,9,11,2010,9:56,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,200.0,0.0,Birds,Bank swallow,None,None,,0
13467,328350,1,9,18,2012,16:22,Airplane,2.0,MSY,LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,Climb,200.0,0.0,Birds,Barn swallow,None,None,,0
13468,329591,1,10,15,2012,7:48,Airplane,2.0,SHV,SHREVEPORT REGIONAL,LA,Climb,5000.0,4.0,Birds,Perching birds (y),None,None,,0
13469,342679,1,11,7,2013,11:10,Airplane,2.0,AUG,AUGUSTA STATE,ME,Climb,75.0,,Birds,Snow bunting,None,None,,0
13470,338616,1,9,24,2013,17:30,Airplane,2.0,PWM,PORTLAND INTL JETPORT (ME),ME,Climb,,,Birds,Horned lark,None,None,,0
13471,347077,1,6,17,2014,6:20,Airplane,2.0,PWM,PORTLAND INTL JETPORT (ME),ME,Climb,200.0,,Birds,Tree swallow,None,None,,0
13472,326762,1,8,6,2012,14:50,Airplane,2.0,PWM,PORTLAND INTL JETPORT (ME),ME,Climb,300.0,,Birds,Tree swallow,None,None,,0
13473,222395,1,8,22,2003,18:30,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,100.0,,Birds,Blackbirds,None,None,,0
13474,255197,1,10,9,2007,14:05,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,200.0,,Birds,Blackbirds,None,None,,0
13475,201913,1,3,22,2000,14:06,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,600.0,,Birds,Blackbirds,None,None,,0
13476,233961,1,12,3,2005,10:47,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,500.0,,Birds,Sparrows,None,None,,0
13477,243310,1,8,1,2006,17:30,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,,,Birds,European starling,None,None,,0
13478,236747,1,9,21,2005,7:30,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,25.0,,Birds,European starling,None,None,,0
13479,256193,1,7,9,2008,8:42,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,100.0,,Birds,European starling,None,None,,0
13480,339533,1,9,6,2013,9:18,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,100.0,,Birds,European starling,None,None,,0
13481,238481,1,8,21,2005,16:05,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,200.0,,Birds,European starling,None,None,,0
13482,315392,1,8,2,2011,0:56,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,,0.0,Birds,Eastern meadowlark,None,None,,0
13483,263330,1,5,22,2009,13:45,Airplane,2.0,BWI,BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,Climb,30.0,0.0,Birds,Sparrows,None,None,,0
13484,341364,1,10,2,2013,8:30,Airplane,2.0,HGR,HAGERSTOWN REGNL ARPT-RICHARD A HENSON FIELD,MD,Climb,100.0,0.0,Birds,House sparrow,None,None,,0
13485,303147,1,7,8,2010,18:06,Airplane,2.0,ORH,WORCESTER REGIONAL,MA,Climb,100.0,,Birds,House sparrow,None,None,2.0,278
13486,237974,1,11,16,2005,10:40,Airplane,2.0,BED,LAURENCE G HANSCOM FIELD ARPT,MA,Climb,10.0,,Birds,European starling,None,None,,0
13487,349167,1,7,16,2014,10:15,Airplane,2.0,BAF,BARNES MUNICIPAL ARPT,MA,Climb,500.0,,Birds,Barn swallow,None,None,,0
13488,337878,1,8,23,2013,11:54,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,1400.0,,Birds,Tree swallow,None,None,,0
13489,305640,1,8,11,2010,6:45,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,3000.0,,Birds,Barn swallow,None,None,,0
13490,244037,1,11,17,2006,15:30,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,20.0,0.0,Birds,Snow bunting,None,None,,0
13491,320109,1,1,18,2012,10:15,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,30.0,0.0,Birds,Snow bunting,None,None,,0
13492,308582,1,11,15,2010,0:50,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,50.0,0.0,Birds,Snow bunting,None,None,,0
13493,329850,1,11,17,2012,11:19,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,20.0,0.0,Birds,Horned lark,None,None,,0
13494,342809,1,11,18,2013,9:11,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,50.0,0.0,Birds,Horned lark,None,None,,0
13495,309175,1,11,30,2010,0:14,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,10.0,0.0,Birds,European starling,None,None,,0
13496,252519,1,7,29,2008,6:19,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,10.0,0.0,Birds,European starling,None,None,,0
13497,313293,1,6,27,2011,6:40,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,13.0,0.0,Birds,European starling,None,None,,0
13498,335238,1,7,25,2013,10:39,Airplane,2.0,BOS,GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,Climb,20.0,0.0,Birds,Barn swallow,None,None,,0
13499,314161,1,7,10,2011,14:55,Airplane,2.0,BED,LAURENCE G HANSCOM FIELD ARPT,MA,Climb,100.0,0.0,Birds,Bank swallow,None,None,,0
13500,233403,1,10,28,2004,15:06,Airplane,2.0,MBS,MBS INTL,MI,Climb,10.0,,Birds,Sparrows,None,None,,0
13501,225436,1,7,9,2004,19:11,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,37.0,,Birds,Sparrows,None,None,,0
13502,236145,1,7,26,2005,11:50,Airplane,2.0,MBS,MBS INTL,MI,Climb,100.0,,Birds,Sparrows,None,None,,0
13503,257315,1,7,21,2008,7:50,Airplane,2.0,MBS,MBS INTL,MI,Climb,100.0,,Birds,Sparrows,None,None,,0
13504,212701,1,2,10,2002,9:55,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,200.0,,Birds,Sparrows,None,None,,0
13505,348300,1,7,24,2014,18:55,Airplane,2.0,DTW,DETROIT METRO WAYNE COUNTY ARPT,MI,Climb,,,Birds,European starling,None,None,,0
13506,265358,1,7,29,2009,8:02,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,,,Birds,Barn swallow,None,None,,0
13507,242187,1,6,30,2006,11:38,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,,0.0,Birds,Horned lark,None,None,,0
13508,205893,1,7,25,2001,9:35,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,,0.0,Birds,Horned lark,None,None,,0
13509,256174,1,6,30,2008,16:25,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,4.0,0.0,Birds,Horned lark,None,None,,0
13510,329621,1,10,16,2012,10:10,Airplane,2.0,DTW,DETROIT METRO WAYNE COUNTY ARPT,MI,Climb,50.0,0.0,Birds,Horned lark,None,None,,0
13511,314225,1,7,14,2011,0:08,Airplane,2.0,DTW,DETROIT METRO WAYNE COUNTY ARPT,MI,Climb,50.0,0.0,Birds,Perching birds (y),None,None,,0
13512,239501,1,6,20,2006,16:30,Airplane,2.0,LAN,CAPITAL REGION INTL ARPT,MI,Climb,50.0,0.0,Birds,Sparrows,None,None,,0
13513,257878,1,7,26,2008,7:12,Airplane,2.0,GRR,GERALD R. FORD INTL ARPT,MI,Climb,10.0,0.0,Birds,Swallows,None,None,,0
13514,301804,1,3,30,2010,15:30,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,,,Birds,Blackbirds,None,None,,0
13515,236977,1,4,5,2006,11:45,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,10.0,,Birds,Horned lark,None,None,,0
13516,311125,1,4,25,2011,17:20,Airplane,2.0,DLH,DULUTH INTL ARPT,MN,Climb,550.0,,Birds,Sparrows,None,None,,0
13517,239323,1,9,11,2005,7:36,Airplane,2.0,RST,ROCHESTER INTL,MN,Climb,,,Birds,Swallows,None,None,,0
13518,336320,1,7,25,2013,7:12,Airplane,2.0,RST,ROCHESTER INTL,MN,Climb,,,Birds,Swallows,None,None,,0
13519,336311,1,7,25,2013,7:20,Airplane,2.0,RST,ROCHESTER INTL,MN,Climb,,,Birds,Swallows,None,None,,0
13520,302057,1,5,18,2010,11:30,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,5.0,0.0,Birds,Horned lark,None,None,,0
13521,303001,1,6,17,2010,8:30,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,15.0,0.0,Birds,Horned lark,None,None,,0
13522,319627,1,12,24,2011,10:35,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,50.0,0.0,Birds,Horned lark,None,None,,0
13523,264881,1,7,18,2009,9:47,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,100.0,0.0,Birds,Eastern meadowlark,None,None,,0
13524,262753,1,6,27,2009,14:58,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,100.0,0.0,Birds,Chipping sparrow,None,None,,0
13525,250073,1,7,13,2007,6:42,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,50.0,0.0,Birds,European starling,None,None,,0
13526,264193,1,8,27,2009,10:47,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,83.0,0.0,Birds,European starling,None,None,,0
13527,245744,1,8,7,2007,9:20,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,,0.0,Birds,Barn swallow,None,None,,0
13528,304608,1,8,8,2010,10:30,Airplane,2.0,MSP,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,Climb,20.0,0.0,Birds,Barn swallow,None,None,,0
13529,209249,1,10,25,2001,8:00,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,,Birds,Sparrows,None,None,,0
13530,323315,1,6,12,2012,8:00,Airplane,2.0,SGF,SPRINGFIELD-BRANSON NATIONAL,MO,Climb,500.0,,Birds,Sparrows,None,None,,0
13531,236877,1,9,24,2006,8:01,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Climb,800.0,,Birds,Sparrows,None,None,,0
13532,332621,1,4,5,2013,10:18,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Climb,800.0,,Birds,Sparrows,None,None,,0
13533,260007,1,9,28,2008,11:33,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,1000.0,,Birds,Sparrows,None,None,,0
13534,238075,1,2,9,2006,13:05,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,400.0,,Birds,European starling,None,None,,0
13535,227715,1,5,25,2004,16:00,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,,,Birds,Barn swallow,None,None,,0
13536,223047,1,5,16,2004,8:12,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,,Birds,Barn swallow,None,None,,0
13537,324271,1,7,26,2012,10:17,Airplane,2.0,COU,COLUMBIA REGIONAL,MO,Climb,200.0,,Birds,Barn swallow,None,None,,0
13538,268256,1,10,31,2009,10:40,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,10.0,0.0,Birds,Horned lark,None,None,,0
13539,252824,1,5,12,2008,9:02,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Climb,50.0,0.0,Birds,Horned lark,None,None,,0
13540,319264,1,11,8,2011,7:15,Airplane,2.0,SGF,SPRINGFIELD-BRANSON NATIONAL,MO,Climb,50.0,0.0,Birds,Eastern meadowlark,None,None,,0
13541,256497,1,9,28,2008,11:20,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,0.0,Birds,Sparrows,None,None,,0
13542,245424,1,7,26,2007,19:00,Airplane,2.0,SGF,SPRINGFIELD-BRANSON NATIONAL,MO,Climb,,0.0,Birds,European starling,None,None,,0
13543,254152,1,6,26,2008,7:46,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,0.0,Birds,European starling,None,None,,0
13544,311716,1,5,15,2011,10:00,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,0.0,Birds,European starling,None,None,,0
13545,335084,1,7,7,2013,7:50,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,50.0,0.0,Birds,European starling,None,None,,0
13546,305471,1,8,2,2010,9:00,Airplane,2.0,MKC,CHARLES B WHEELER DOWNTOWN ARPT,MO,Climb,,0.0,Birds,Barn swallow,None,None,,0
13547,250362,1,7,28,2007,7:00,Airplane,2.0,SGF,SPRINGFIELD-BRANSON NATIONAL,MO,Climb,,0.0,Birds,Barn swallow,None,None,,0
13548,302380,1,5,17,2010,10:00,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Climb,10.0,0.0,Birds,Barn swallow,None,None,,0
13549,335207,1,7,20,2013,6:36,Airplane,2.0,MCI,KANSAS CITY INTL,MO,Climb,100.0,0.0,Birds,Barn swallow,None,None,,0
13550,262451,1,5,15,2009,8:17,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Climb,100.0,0.0,Birds,Barn swallow,None,None,,0
13551,327101,1,9,20,2012,17:55,Airplane,2.0,STL,LAMBERT-ST LOUIS INTL,MO,Climb,500.0,2.0,Birds,House finch,None,None,,0
13552,351353,1,8,18,2014,6:35,Airplane,2.0,SUS,SPIRIT OF ST LOUIS,MO,Climb,3500.0,5.0,Birds,Perching birds (y),None,None,24.0,1500
13553,316092,1,9,19,2011,16:30,Airplane,2.0,MSO,MISSOULA INTL ARPT,MT,Climb,100.0,,Birds,Horned lark,None,None,,0
13554,348328,1,7,24,2014,7:27,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,100.0,,Birds,Meadowlarks,None,None,,0
13555,316799,1,9,8,2011,8:45,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,200.0,,Birds,Sparrows,None,None,,0
13556,325646,1,8,13,2012,7:38,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,,,Birds,Swallows,None,None,,0
13557,235167,1,10,2,2004,10:25,Airplane,2.0,LNK,LINCOLN ARPT,NE,Climb,10.0,,Birds,Swallows,None,None,,0
13558,360465,1,5,24,2015,0:55,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,100.0,,Birds,Barn swallow,None,None,,0
13559,338669,1,9,28,2013,8:47,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,200.0,,Birds,Barn swallow,None,None,,0
13560,263781,1,9,15,2009,7:40,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,200.0,,Birds,Swallows,None,None,,0
13561,346302,1,5,4,2014,10:40,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,200.0,,Birds,Swallows,None,None,,0
13562,236212,1,6,8,2006,8:20,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,100.0,,Birds,American robin,None,None,,0
13563,263629,1,4,23,2009,6:49,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,75.0,0.0,Birds,Horned lark,None,None,,0
13564,313003,1,6,2,2011,14:45,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,1.0,0.0,Birds,Meadowlarks,None,None,,0
13565,257727,1,8,18,2008,9:09,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,20.0,0.0,Birds,Meadowlarks,None,None,,0
13566,345653,1,5,23,2014,16:30,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,100.0,0.0,Birds,Meadowlarks,None,None,,0
13567,253563,1,11,29,2007,10:00,Airplane,2.0,SNY,SIDNEY MUNI ARPT/LLOYD W. CARR FIELD,NE,Climb,20.0,0.0,Birds,Sparrows,None,None,,0
13568,345737,1,5,31,2014,6:51,Airplane,2.0,LNK,LINCOLN ARPT,NE,Climb,100.0,0.0,Birds,Sparrows,None,None,,0
13569,318251,1,10,4,2011,8:50,Airplane,2.0,OMA,EPPLEY AIRFIELD,NE,Climb,10.0,0.0,Birds,Barn swallow,None,None,,0
